Page,URL,Rect,Context
1,https://busquedas.elperuano.pe/dispositivo/NL/2402942-1,"(303.7255554199219, 578.9511108398438, 422.0409240722656, 589.0743408203125)","abajo de la EP” de EPS RIOJA S. A., que re -2027. (El Peruano, Normas Legales)"
1,https://www.facebook.com/huanucomunica/posts/pfbid032c4vrWSYdAViTCAA4VAw7z6eJvVWtK3QyM1Xx3nTAeAbkA52kHo2xDTvzE1abGsZl,"(117.0783462524414, 716.8802490234375, 198.69696044921875, 727.0035400390625)","ermitirá que la población usuaria co rifario. (Huánuco Comunica, Tu Dia"
